,ID,text,labels,target
2470,2897,كل الشكر والتقدير للقائمين في المجتمع السعودي للتحول الرقمي  وكذلك القائمين في أوان  على جهود نشر ثقافة #التحول_الرقمي و #الامن_السيبراني والابتكار وريادة الاعمال 🙏💐 URL,1,Digital Transformation
1921,2261,بعد التطعيم للحماية من كورونا  نحتاج تطعيم للحماية من سواقة بعض السيدات الفاضلات  وانا اول متبرع لتجربة التطعيم🌷🌷🌷,0,Covid Vaccine
2248,2635,#لا_للتطعيم_الاجباري52  اعيد و اكرر  حملني تكاليف علاجي  اذا اصابتني #كورونا  ولا تجبرني على تطعيم  لا اثق فيه .   MENTION,0,Covid Vaccine
1974,2320,١- لا شك بأن ازمة انتشار كورونا غيرت الكثير من المفاهيم الأدارية وخصوصا مفهوم العمل الأفتراضي (العمل عن بعد) كواقع لا بد من التعامل معه وبالحقيقة فقد اختصرت هذه الأزمة سنوات عديدة لهذا التحول التقني ويبقى علي الشركات أن تغير فكرها التقليدي وتضع آليات العمل المناسبة لهذا التحول,1,Digital Transformation
51,61,MENTION يقولك تنشيطية ثالثة كافية  وبعد سنة بتطلع أخبار عن الرابعة وتشوفهم يقولون أثبتت الدراسات أن الجرعة التنشيطية الرابعة تحمي أصحاب الأمراض المزمنة وذوي المناعة الضعيفة 😜 URL,0,Covid Vaccine
2620,3071, ترى نص الموجودين مأخذين شنو تعب فيه عادى كل لقاح الجسم يفرز اجسام مضاده تهاجم هذا رده فعل الجهاز المناعى حتى تطعيم اليهال يصير فيهم سخونه يوم ويروح,0,Covid Vaccine
1086,1282, عشان كده واحد من اهم المشاريع اللي بتمني الاسراع ف تنفيذها التحول الرقمي والربط التقني وابعاد المواطن ع التعامل المباشر مع الموظف .. دي المشاريع اللي هيستفاد منها الـ 100 مليون,1,Digital Transformation
3493,4112,تحديات للتحول الرقمي في الموارد البشرية ...  #التحول_الرقمي  #الموارد_البشرية #بيئة_العمل  #المجتمع_الوظيفي URL,1,Digital Transformation
2942,3448,كل عام و أنتِ في مكانٍ، مكانةٍ و تمكينٍ أفضل. #InternationalWomensDay  #يوم_المراه_العالمي #تمكين_المرأة   ,2,Women empowerment
1737,2041,   الاهلي اصبح من اسوأ البنوك خدمات سيئه للغايه واغلب خدماتهم عن طريق الفروع بالرغم من التحول الالكتروني لجميع البنوك ..,1,Digital Transformation
1215,1435,MENTION مصخره بكل لغات العالم يبون بأي طريقه يجبرون الناس وأولادهم على شي تطعيم فاشل لا يحمي ولا شي ولايعيد الناس لما قبل كورونا . وتطعيمه ورا تطعيمه والحسابه بتحسب والشركات العالميه مستفيده على ظهورنا من مرض نسبة الشفاء منه ٩٨٪ . حسبنا الله ونعم الوكيل .,0,Covid Vaccine
2813,3306,  التحول الالكتروني لن يفيد إذا كانت عقول [ بعض] الموظفين متحجرة...!  نحتاج تحول للعقول أولاً.  #التحول_الالكتروني #التحول_المؤسسي #الحكومة_الإلكترونية,1,Digital Transformation
3394,3994,#لا_للتطعيم_الاجباري يثق في البياع ومايثق في  تطعيم كورونا اللي الحكومه توصي عليه 😂😂,0,Covid Vaccine
3387,3987,غرفة الشرقية تنظم لقاءً مع رائدات الأعمال بالقطيف  شبكة أم الحمام  نظمت غرفة الشرقية ممثلة بمركز تمكين المرأة أمس لقاء مع رائدات الأعمال بمحافظة القطيف، استضافت خلاله مديرة الفرع النسائي لبنك التنمية الاجتماعية بالمنطقة فوزية القحطاني التي استعرضت خدمات ا… ,2,Women empowerment
1844,2170,التحول الرقمي في الخدمات الحكومية وشركات الخدمات أمر جيد . ولكن الأمر السيء  هو الضعف التقني الذي تعاني منه اغلب الوزارت وشركات الخدمات.  تعطيل مصالح الناس بحجة اتمام العمليات الكترونياً من خلال مواقع معطلة أو غير قادرة على استيعاب اعداد المستخدمين أمر غاية في السوء ولم يعد يطاق.,1,Digital Transformation
372,441, والشباب عادي عطاله اهم شي تمكين المرأة,2,Women empowerment
2051,2409,كورونا صار له سنة ولي الحين الناس تؤمن بالمؤامرة وان الدكاترة اهما اللي قاعد يذبحون الناس مو المرض وان التطعيم خطة للسيطرة على العالم 😫  زين ليش ما سيطرو علينا بالتطعيمات اللي ناخذها من أول يوم بحياتنا ليش أصنع فيروس عشان أصنع تطعيم أتحكم فيه بالناس  قوى الشر ما تعرف تخطط! 😅,0,Covid Vaccine
2327,2729, في اي دولة بالعالم متى حورب الفساد بقوة سيحط الله باذنه البركة..اكثر ماابهرني متابعة حسابات المدراء واقربائهم..خصوصا بعد التحول الالكتروني الكامل لامناص من الهيئه والرقابه .. الله يعز سلمان وولي عهده 🌺,1,Digital Transformation
523,621, هذا هو تمكين المرأه المزعوم .. نزع الحجاب والتبرج والإنحلال,2,Women empowerment
119,144, نتايج تطبيق هذا التحول بتكون في سرعة التجاوب و  معرفة حالات الاستحقاق بين فترة والثانية  وتوقيع العقود الإلكتروني وهذا من المبادرات المميزة لدى الاسكان URL,1,Digital Transformation
3118,3659,#المراة_السعودية_قاضية لن يكون هناك تمكين للمرأة بدون اسقاط الولاية,2,Women empowerment
797,943, ان شاء الله التطعيم يقينا من كورونا او قد يخفف من حدة الفيروس حين الاصابه! واللي نعرفه ان اي تطعيم مثل الحصبه. شلل الأطفال وغيرها البعض يتأثر منها مثل خمول وحراره والبعض عادي مايحس بأي اعراض الله يحمينا وينتهي هذا الوباء اللي شغل العالم,0,Covid Vaccine
22,29,  و كذلك التحول الالكتروني و الاستعداد له   قلة المصروفات التي تقع على كاهل كل منا حيث التسوق اليومي   اكتشاف المواهب و الهوايات و غير ذلك,1,Digital Transformation
472,562, لا تتعب نفسك وتقارن 🤔  الكل تحول للتجارة الإلكترونية كوايدي مول الخيار الأفضل لتجار التجزئة التحول الإلكتروني يبدأ من هنا ارباح اكثر إنتشار اكبر عملاء اكثر تكلفة اقل  كما تتوفر خدمة الشحن السريع لجميع مناطق المملكة  فقط املأ بيانات العميل عبر ,1,Digital Transformation
2559,3002, هل توجد ايه طريقه للتواصل مع عنصر بشري في الخدمات؟ معظم اجهزه اصدار بطاقه مدى لا تعمل.. التحويل من خلال التطبيق لا يعمل.. التواصل مع عنصر بشري شبه مستحيل! التحول التقني لا يعني ان نعاني من عدم وجود خدمات,1,Digital Transformation
19,25,  اللي جته كورونا المفروض يصير عنده مناعه مثل اي مرض فيروسي يصيب الانسان ومع ذلك تقولون ياخذ تطعيم كورونا ! بعد التطعيم هل تجيه كورونا ؟ تقولون ممكن !؟ التطعيم للابد ؟ تقولون لا سنه بالكثير وينتهي المفعول ؟ هل من اجابه علميه حقيقيه,0,Covid Vaccine
3391,3991,MENTION اللقاح يحمي ولكن ليس ١٠٠٪ لذلك على الناس اخذ اللقاح والاستمرار باتباع الاحترازات الصحيه ومن الضروري تنبيه الناس لهذه النقطه حتى لا يتهاونون بعد اخذ اللقاح.وللعلم خالتي توفت من كورونا بالرغم من اخذها جرعتين من تطعيم فايزر  .ومع هذا انا من مؤيدي اللقاح وبشدة لانه الحل الوحيد,0,Covid Vaccine
2352,2758,حيث ستجري عملية التحول في محافظتي المفرق وإربد خلال الأسبوع المقبل.  #البنك_الوطني_لتمويل_المشاريع_الصغيرة #المحافظ_الإلكترونية #التحول_الإلكتروني #الدفع_الإلكتروني  #خدمات_مالية #خدمات_إلكترونية #FinTech #Microfinanace #Digitalization #EWallet #FinancialServices,1,Digital Transformation
1599,1885, التحول التقني مؤلم لمخالفي أنظمة الإقامة والعمل...  ضبط الحوالات المالية للخارج أخرجتهم عن طورهم...,1,Digital Transformation
2039,2396, عصر تمكين المرأه السعودية 👍🏻 الحمد لله,2,Women empowerment
1241,1468,  الدافع براغماتي استقطاب للغرب في ادلب مكتب تمكين المرأة الأولى لهم أن يغلقوا هذا المكتب,2,Women empowerment
1862,2191,MENTION هيئة الغذاء والدواء السعودية رصد ١٥ عرض جانبي خطير متعلق بالجلطات وانخفاض الصفائح الدموية تزامن مع استخدام اللقاح بالمملكة اضطرابات تخثر الدم بعد تلقي لقاح فيروس كورونا المستجد وهذا عند الكبار فما بالك بالأطفال MENTION MENTION #لا_للتطعيم_الاجباري176 #تطعيم_الاطفال_جريمة URL,0,Covid Vaccine
1340,1585,  وهذا بعيد كل البعد عن تمكين او دفاع عن المرأة بل مجرد تشجيع للتفاهات التي لا تمد بصله الى المرأة الصومالية المحافظة صاحبت الحياة,2,Women empowerment
127,159, في ليبيا في خوف كبير من التحول الالكتروني حتى مع جائحة كورونا في ممانعه كبيرة في التحول للتعليم الالكتروني يمكن الاجيال السابقه فاتها القطار ولهذا متبيش تنحط ع الرف,1,Digital Transformation
1264,1494, انا خايف تطعيم كورونا يطلع نفس سم الفيران العجينه الالمانية ما يموت الفار الا بعد اسبوع,0,Covid Vaccine
2626,3080,حضور ممثلتي تجمع اصحاب الحضانات في مؤتمر ( تمكين المرأة والاسرة) . ,2,Women empowerment
3143,3692,راما عشان الاغنية ماخلصت خلتنا ناخد لفة تاني وربي اشكر ام تمكين المرأة 😭,2,Women empowerment
1379,1626,الكيان الصهيوني المحتل لأرض فلسطين طعموا كل اليهود ضد كورونا بأسرع ما يمكن...دافعهم لذلك أنهم شعب يخاف من الانقراض و الموت...فهم حريصون على الحياة والبقاء ويستخدمون لذلك كل الطرق والوسائل.  اليوم أو أمس أعلنوا إزالة الكمامات...والعودة للحياة الطبيعية...بعد تطعيم أغلب اليهود,0,Covid Vaccine
273,331,اتمنى ان لاتهدم هذه الحركات #النسوية المتطرفة الموجة الحكومية في تمكين المراة والاستفادة من نصف المجتمع #انقذوا_رهف_اليامي,2,Women empowerment
1792,2110,يعد نموذج #بدر الهدى خان بأبعادة الثمانية دليلا لآلية التحول نحو إنجاح بيئة #التعلم_الإلكتروني وللتحلل من عقليتنا القائمة على نظام التعلم المغلق.  URL URL,1,Digital Transformation
1681,1980,🔴 انت تتهمني بالجهل والأنانية لاني ارفض تطعيم كورونا  🔴 وانا اتهمك بالخيانة والفشل لانك تعلم ان كل تطعيمات كورونا لم تنهي الاختبارات السريرية URL,0,Covid Vaccine
1213,1433, والله مو مسألة عناد.  المسأله ومافيها موراضي عقلي يقتنع بهالتطعيم لان حتى لوخذته ماراح يمنع كورونا عني وفيني التباعد والكمام واهو مجرد ادول ليش آخذه والحافظ الله وان جاء أمره ماكو تطعيم بالكون يمنع ارادته من مرض أو موت.والله يبعدعني وعن عيالي,0,Covid Vaccine
3164,3715,تزامناً مع #اليوم_العالمي_للمرأة نتحدث عن تمكين المرأة السعودية في ظل #رؤية_المملكة_2030.     #تمكين_العنود  #العنود_الخيرية ,2,Women empowerment
2055,2413,تكرار انقطاع خدمة بوابة الدفع الإلكتروني Online Payment Gateway لا يساعد في الثقة بالخدمة ويؤثر سلبا على حراك التحول الإلكتروني في السلطنة,1,Digital Transformation
3367,3960,"في 21 يناير 2021 وقعت وزارة الخارجية والتعاون الدولي 🇦🇪 مع مبادرة #ناديا_مراد اتفاقية تعاون بمساهمة بقيمة 500 000 دولار امريكي لتنفيذ برنامج ""تمكين المرأة وسبل العيش في قضاء #سنجار #العراق 🇮🇶  #المساعدات_الاماراتيه ",2,Women empowerment
3106,3642,جلسة لدور الإعلام في تمكين المرأة وملامح من الخطة الخمسية العاشرة في #ولاية_صور .      ,2,Women empowerment
275,333, كل خدماتهم راجع الفرع . وين التحول الالكتروني . اقسم بالله ندمت اشد الندم وان شاء الله جاري الانتقال الى بنك عدل مثل الانماء والله خدماتهم تفتح النفس,1,Digital Transformation
2605,3053,"المذيعة تسأل رئيس شركة #فايزر : لماذا لم تتلق تطعيم كورونا حتى الآن؟ ويرد: ""أنا أبلغ من العمر 59 عامًا وبصحة جيدة ولا أعمل في الخطوط الأمامية. لذا فإن التطعيم لا يُنصح - يوصى - به بالنسبة لي! ",0,Covid Vaccine
3275,3853, النسوية ما استدرجت الشباب بالعكس كشفت الستار عن المجرمين ، ما ناخذ دور المظلومين ما دمنا اصحاب الحق لكن نوقف ضد الظالمين ، دولتنا العزيزة ضد الارهاب ، ضد العنف ، ضد الاغتصاب والتحرش ، ومع تمكين المرأة طبعًا !  وما تقدر تنكر هذي الحقائق ، يعني باخت,2,Women empowerment
2882,3385,   الانلفونزا فيروس ليش ماقضينا عليها ؟ لان الفيروس يتحور ويتشكل    وش الحل الامثل للتعايش مع الفيروسات ؟ تقوية المناعة   لا كمام ولا لقاح ولا تطعيم راح يحميك اذا كان مناعتك ضعيفة,0,Covid Vaccine
768,914,🔥🔥لم يتم فعليًا تطعيم اي شخص في جميع أنحاء ألعالم ضد كورونا   ولا حتى شخص واحد محصن من الفيروس 🔥  🔥وهذا نوعًا ما يجعلك تتساءل فقط عما حقنوا به الناس  افيقوا من سباتكم 🔥 URL,0,Covid Vaccine
596,713,عبارات رنانة.. حول تمكين المرأة.. من الذي سيمكنها.. ومما سيمكنها؟؟  إن أعظم تمكين لها أن تتمسك بكتاب الله، وسنة نبيه محمد صلى الله عليه وسلم. وان تتعلم احكام دينها. وان تلتزم العفة والستر. وإن ذلك كله يسير على من يسر الله عليه. وحذاري من دعوة التمكين لطريق جهنم.  والله مبتغاي.,2,Women empowerment
3419,4026,#لا_للتطعيم_الاجباري188 #كملها وأستلم بكج أعراض جانبيه معها مضمونه لمدى الحياه إلا أن يقضي الله أمرا #خذ_الخطوه_بلغ_عن_اضرار_اللقاح  #الجرعه_الثالثه #الجرعه_التنشيطيه URL,0,Covid Vaccine
3182,3737,لا تاخذون اللقاح لانه بدأت أشعر أني ضفدع 🐸 وهذا يثبت أنها مؤامرة للسيطرة علينا من خلال شريحة يضعوها في اجاسمنا #لقاح_فايزر #لقاح_كورونا #تطعيم_كورونا #كوفيد_20 #كورونا_الجديد,0,Covid Vaccine
1561,1841, إن شاء الله الامور تزين مع التحول الالكتروني و رؤية 2030,1,Digital Transformation
2736,3211,عهد تمكين المرأة وسندها🤍. ,2,Women empowerment
2890,3393,MENTION أخذها وناخوك   لان كما سمعنا قبل فترة ان الجميع راح ياخذ الجرعة التنشيطية الثالثة لتزيد مناعتك  وبعدها راح تكون الجرعات تعطى مرة واحدة بالسنة ليصبح حالها حال جرعة الانفلونزا الموسمية التي ناخذها مرة واحدة كل سنة!!,0,Covid Vaccine
2371,2782, ان التحول الرقمي مطلب أساسي في هذا العصر التقني الجبار وهذه خطوة ممتازة اشكر القائمين على هذا المجمع العلمي واخص بالشكر الاستاذ محمد الغامدي على تنفيذها على ارض الواقع,1,Digital Transformation
648,774,اول مره اشوف ادارة تهتم في محاضرات تمكين المرآة اكثر من اهتمامها في النادي ومصلحة الفريق 😂💔 URL,2,Women empowerment
1821,2143, مشكلة التحول الإلكتروني انه مربوط بمراجعة المعاملة  مثلا اقدم طلب تحديث بياناتي .. انتظر كم يوم لين احد يفتح المعاملة و يحدثها .. بس لو رحت شخصيا يتم الموضوع في ذيك الساعه   ما اعرف هل هي زحمة معاملات او بطئ في تخليصها   بس لو المعاملة تأخذ,1,Digital Transformation
1807,2128,   القهر انه يرغمك تطعم اطفالك اللي توّهم متعافين وأخذو الفايروس واتعافو وأمورهم طيبه وبعدين يقولك هنطعم فوق ال١٨ فقط وبعدين يقول لا لا فوق ال١٢ وبعدين من يومين يقولو يجوز تطعيم الاطفال فوق ٥ سنوات يااما مايدخلوهم مدارسهم ولا اختب,0,Covid Vaccine
3069,3601,من حسنات #كورونا  اجبرت الوزارات والمؤسسات على التحول الالكتروني ومواكبة عصر التطور وتقليل التعامل الورقي  - بدلاً من ( السير بملف طلبات الانتظار والسستم معلق والمعاملة مو عندنا) .. الان اصبحت كل وزارة لها منصة تسجيل وفيها كافة تفاصيل اداراتها والمعاملات التي بالامكان انجازها,1,Digital Transformation
692,822,MENTION طيب انتي من يوم وانتي صغيره وانتي تطعمين ! وقفت على كوفيد . ولا تقولين ماعندك سجل تطعيم كان محد قبلك وسجلوك بالمدرسة! اولا واخيراً تطعيمك يفيدك انت ويفيد المجتمع عشان نخلص من كورونا بسرعه,0,Covid Vaccine
2235,2621,#التطعيم_هو_الحل  امريكا بعد تطعيم ٨٠ مليون شخص تطعيم تام نسبة اللي جالهم كورونا منهم حوالي ٥٠٠٠ واحد  نسبة اللي احتاجوا مستشفيات منهم اقل من ٤٠٠ مريض   نسبة الوفيات من الكورونا فيهم  =  (كنسبة) صفر  سامع يا اللي بتقول للناس متاخدش تطعيم,0,Covid Vaccine
2993,3510,في #اليوم_العالمي_للمرأه نجدّد الفخر بكل ما حققته المرأة السعودية من نجاح وتطور في المجالات التقنية والإدارية، كما نعتز بما نراهُ من آثار إيجابية لتفعيل برامج تمكين المرأة التي دعت لها #رؤية_السعودية_2030,2,Women empowerment
2521,2959,لا زالت المرأة العربية تعيش ظروفا صعبة تؤثر على عطائها للمساهمة في بناء #المجتمع، نؤكد ضرورة متابعة قضايا تمكين المراة، ونشدد على أهمية منحهن مجالا اكبر في النشاطين السياسي والاجتماعي وتسلم المناصب الحكومية.  ,2,Women empowerment
1480,1743,MENTION MENTION MENTION تطعيم كورونا  اتجار بالبشر  من الاخيرررررر,0,Covid Vaccine
1996,2347, (١)نحو الحرية ليس لك من أسمك نصيب  المشاريع موجوده وكل ما عليك البحث في قوقل عنها  اما الطموحات الخيالية فاصبحت حقيقية كان طموحنا القيادة فتم تحقيقها كان طموحنا مثل باقي الدول والان عندنا كل شي كان طموحنا وطموحكم تمكين المرأة السعودية والان الم,2,Women empowerment
1554,1833,  مافي مقارنه بين هالتطعيمات وتطعيمات كورونا وبعدين التطعيمات السابقه مره كل جم سنه مو الحين تطعيم كورونا كل جم شهر.. اووفر شي موطبيعي,0,Covid Vaccine
1090,1288,"  التحول الرقمي يشعرك بالفخر و إعتزاز القادم أفضل بحول الله القادم ""رقمي""",1,Digital Transformation
2638,3093,MENTION خافوا الله انتوا واخباركم اللي تلعب بنفسيتهم... كورونا لاوجود  لها بح... تطعيم مستحيل نطعم لا احنا ولا عيالنا  🙄,0,Covid Vaccine
2771,3251,تمكين المرأه موجود من زمن و ولي العهد ماقصر زاد الخير خير ودعم المرأه في جميع المجالات🇺🇦 ,2,Women empowerment
3338,3925," اتوقع انفهم كلامها بطريقة غير صحيحة  هي مع "" العدل بين حقوق الرجل والمرأة ""  ومع تمكين المرأة .. بس كلامها كان كـ مِثال فقط.",2,Women empowerment
3078,3611,ارى ان الدولة ممثلة بالحكومة الجديدة يجب ان تضع خطة إعلامية وفاعلة في جميع هيئات الدولة وإعلامنا ل #تمكين_المرأة والأخذ بيد السيدات ذوات الخبرة والناشطات في كافة المناحي وصولا الى التمثيل البرلماني بعد الخيبة التي منيت بها المرأة في صناديق الاقتراع ! #انتخابات_مجلس_الامة_2020,2,Women empowerment
1634,1925,MENTION MENTION اغلب الناس من بعد كورونا بدت تستوعب انه خلقه ربي ومناعة الانسان اقوى من اي تطعيم,0,Covid Vaccine
2734,3209,لن ننسى التحول العظيم في الصحة في عهدكم يا معالي الوزير فقد لمس كل مواطن ومقيم أثر التغيير في تحسن خدمات الصحة في كل جوانبها خاصة التحول التقني بالإضافة إلى قيادة ملف جائحة كورونا بشهادة عالمية نفخر بها.  الله يقويك ويسدد خطاك في الحقيبة الوزارية الجديدة وفي شغف لانجازاتكم. URL,1,Digital Transformation
782,928,#تمكين_المرأة وأثاره الإيجابية على المملكة العربية السعودية عرضت ممثلة مجلس شؤون الأسرة  لخطط رؤية السعودية 2030   مؤكدة أنّ ما يحصل في بلدها ستمتد آثاره إيجابًا على المنطقة   وأكدت على أهمية مكانة تمكين المرأة بكامل قواها وطاقتها في مختلف الأطر والمناطق .   #مجلة_الجوهرة URL,2,Women empowerment
3362,3954,قطر / نظمت إدارة حقوق الإنسان بوزارة الخارجية،بالتعاون مع سفارة المملكة المتحدة لدى قطر،في إطار الاحتفال باليوم العالمي للمرأة ندوة حول تمكين المرأة في المجال السياسي والدبلوماسي،بهدف زيادة الوعي بالأدوار الهامة التي يمكن أن تقوم بها خلال عملها في المجالين السياسي والدبلوماسي. ,2,Women empowerment
1682,1981, اي سمعته   ادوية وليست لقاحات   بعد كم شهر من تطعيم كورونا، فاجؤوا الناس وقالوا لهم ممكن تحتاجون جرعة ثالثة 😏  مع هذا اللقاح توقع الغير متوقع,0,Covid Vaccine
2321,2723,#ليب22 يخدم وجود مؤتمر LEAP التقني الدولي فرص التحول الوطني الناجح للسعودية وخطط رؤية 2030 اللي يعتبر القطاع الرقمي من أهم مستهدفاتها وخططها,1,Digital Transformation
1460,1722,أخدت تطعيم #كورونا وشجعت كل اللي أعرفهم ياخدوه بس أنا ضد شغل الحكومات القذر في حبس الشعوب والحد من حرية تحركهم بل ومراقبتهم. صديق مقيم في أستراليا وصل #مصر بعد حبس سنتين وشوية تقريبا لإن القارة قفلت علي نفسها تماما! سيناريو مريب ماكنتش حأصدقه لو إتعمل فيلم.,0,Covid Vaccine
1551,1830,نقلة نوعية نشهدها في التحول الالكتروني للخدمات.   رب ضارة نافعة. URL,1,Digital Transformation
1066,1260, اتفق معك في كل حرف   فعلاً الموضوع طغى عن الفكرة الاساسية ( تمكين المرأة)  وصار ابتذال و (شو) فقط,2,Women empowerment
2917,3422, الاحرار يدعموا #الحرية_الطبية   #لا_للتلقيح_الاجباري  #لا_للتطعيم_الاجباري  #لا_لاغلاق_المساجد  #الحظر_الجزئي  #الكويت_الان  #وعيك_صحتك  #تطعيم_كورونا  #ستعضون_اصابعكم_ندما  ✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,0,Covid Vaccine
1572,1853,     يعني اخذت تطعيمات من ولادتك الى عمر 6 سنوات ووتاخذ تطعيم الحمى الشوكية اذا حجيت وتاخذ علاجات وابر ومغذيات والان ماتبي تاخذ تطعيم كورونا 😁 وش تحس بوه؟,0,Covid Vaccine
1718,2020,تم التطعيم✅ #تطعيم_كورونا,0,Covid Vaccine
1334,1579,تقع المرأة العاملة في ماتدّعي الهروب منه..  بعد أن كانت عزيزة في حمى رجالها عن الناس وخدمتهم  أصبحت تتودد للغرباء!  كيف يصدّقن أن هذا الحال المهين تمكين وكرامة؟!  والله لو جلست إحداهن في كفاية طول عمرها  تحت قدم زوجها الذي تتأفف من خدمته  لكان ذلك أعز وأكرم مما هن فيه اليوم! URL,2,Women empowerment
2363,2772,اصحاب نظرية المؤامره اللي مايبي لقاح يهودي هذا لقاح مسلم لقاح عبدالله مالكم عذر الحين يالله اخذوا تطعيم عبدالله 😏😏😏 ,0,Covid Vaccine
2580,3023, ع ان كثير من التقنيين بالكويت والشعب الكويتي متفاعل جدا بالمواقع بشكل عام يعني شعب مثقف تقنيا اش مشكلة التحول التقني لدى الحكومة؟؟,1,Digital Transformation
2318,2719,الحمد الله اخذت اول جرعة من تطعيم كورونا  شكراً جزيلاً للوزارة الصحة و جميع العاملين على المركز على حسن التنظيم و حفاوة الترحيب URL,0,Covid Vaccine
2310,2711,قوة التكنولوجيا و استعمال الذكاء الاصطناعي اللي موجودة لسه محدود الانتشار.....التحول الالكتروني حالياً متعطل علي قدرة و شجاعة الناس في التغيير...التغيير في انك تتخلص من القديم وتستعمل الجديد...{ تتخلص من القديم بكل انواعة للاسف...} #digitaltransformation   #obstacles,1,Digital Transformation
143,175,#صباح_الخير  🔴 نحو التحول الرقمي الشامل    أحد أهم مرتكزات رؤية #عمان_2040  بدأ من العام القادم 2022 تطبيق إلزامية الدفع الإلكتروني لجميع الأنشطة التجارية في #السلطنة 🇴🇲 URL,1,Digital Transformation
1802,2123, الى متى يا وزارة الاسكان العمل اليدوي والقديم كل الوزارات الحكومية الان تتجه الى التحول الالكتروني وتخليص المعاملات اونلاين.  اسعينو بمكاتب سند او خصصو في موقع الوزارة بصلاحيات   تخليص المعاملات اونلاين  اتمنى المشي على هذا النهج وراح ترتاحو,1,Digital Transformation
2102,2467,خطوات جبارة في التحول الألكتروني بفضل الله ثم بفضل الملك سلمان وولي عهده محمد بن سلمان الله يحفظهم 🇸🇦🇸🇦🇸🇦🇸🇦 URL,1,Digital Transformation
2254,2642,اليوم المرة الثالثة اللي انرفض من وظيفة واكتشف انهم وظفوا بنت   هذه ماصارت تمكين المرأة .. هذه صارت تركيب المرأة ! على ظهر الرجل   لا حول ولا قوة الا بالله والله طفشت,2,Women empowerment
1069,1263,  قواكم الله ..  ونتمنى من جمعيات مناطق الكويت جميعها ان تأخذ حذوكم بأسرع وقت لتتمكن من تطعيم اللقاح لموظفينها وتكون الجمعيات بأمان ..  ونتمنى السلامه للجميع .. 🌹🌷🌹  #الحظر_الجزئي #كورونا,0,Covid Vaccine
2784,3269, الحقيقة انك مازلت في زمن الصحوة ! هالكلام انتهى زمانه ، نحن نعيش بزمن تمكين المرأة .. مسلمات، محجبات ، قائدات ، متمكنات وناجحات .. سواء أمهات او صاحبات منصب او موظفات👌🏼,2,Women empowerment
57,70, لن الهدف هو تطعيم اما كورونا ومتحورات وسيله ومبرر لتلقيحك بالغصب,0,Covid Vaccine
3468,4083,التحول الالكتروني  اللي وصلنا اليه  اليوم  شي جيد  وممتاز  ولكن هذا  التحول المفروض  قبل ٢٠ سنه بأقل تقدير  المفروض كان يحصل  كل القياديين  في تلك الفترة  تسببوا  بهذا التأخير,1,Digital Transformation
645,771, هذا تمكن من المرأه مو تمكين المرأة ونجحوا  لان المغفله ترخص نفسها اذا اكرموها,2,Women empowerment
705,838,أقترح على وزارة الصحة أن تجعل تطعيم #لقاح_كورونا لمن قدم عليه طواعية في اليد لمدة ٣ أشهر ... من لم يسجل بعدها لأخذ اللقاح أقترح أن يأخذه عن طريق الورك ..  ردعاً له ولأمثاله 💉😅 #كورونا,0,Covid Vaccine
137,169,الحمدلله على نعمة الكويت ..♥️  #تطعيم_كورونا,0,Covid Vaccine
189,225, ماله دخل تمكين المراه ولا الحكومه ومثل هذه الجرائم تصير بكل دول العالم  و مهما عملت الحكومات سيكون هناك نسبه متخلفين مثلك,2,Women empowerment
2800,3291,  بالنسبة للتوظيف، تمكين المرأة مافيه شيء يسيء للرجل، والرجل مفروض عليه التكاليف لكن بعضهم يتحلطم من واجباته وكثير ما يصرفون على زوجاتهم وبناتهم وعادي عنده يدفع للاستراحات والسفريات اللي مالها داعي لكن زوجته مطنشها ومستقوي، لذلك وجب ,2,Women empowerment
747,891, يكفيني فخر انني اعمل تحت قيادتكم، واستقي كل يوم من نبع خبراتكم وتميزكم وانسانيتكم،، وهذا احد ثمرات ما تقدمونه في سبيل #تمكين_المرأة وبما يحقق #رؤية_2030.. #شكراً بحجم السماء..,2,Women empowerment
1059,1250,الله ياخذ تطعيم كورونا الي من بعده ما شفت خير,0,Covid Vaccine
534,636, امزح امزح  تمكين المرأة ممتاز.,2,Women empowerment
1751,2061, المشكلة ليست في التحول الالكتروني بل في تطبيقه.  بعض الموظفين[ والمراجعين أيضاً]لم يطوروا من مهاراتهم التقنية ليتماشوا مع التحول ولا يزالون على النظام القديم. حين يطبق الجميع التقنية للتواصل ستسهل الإجراءات وسيتمكن المواطن من تخليص إجراءاته ,1,Digital Transformation
413,490,أعرف ناس ينتظرون الجرعة التنشيطية كجرعة منقذة للبشرية وكأنها كأس ماء بارد أتى بعد ظمأ دام طويلاً..مسلسل الغباء مستمر والسُذَجْ هم أبطاله👇🏻  #لا_للتطعيم_الاجباري109  #لا_للتطعيم_الاجباري110 URL,0,Covid Vaccine
3162,3712,قلت لزوجتي إني اخذت الجرعه الأولى من تطعيم #كورونا قالت دامك متحمس خذ الثانية قلت هذاي خاطب احسبه تقول خذ زوجه!! ولكن ابشركم حالتي مستقره!!,0,Covid Vaccine
